id,hash,case_id,network,block,timestamp,from_address,to_address,amount,token,value_inr,kind,hop,inferred
0xd53dae75007cb286a78e8e09f2ce0d96cd2a9749fd1f71c62edfcd40923f471d,0xd53dae75007cb286a78e8e09f2ce0d96cd2a9749fd1f71c62edfcd40923f471d,RAAZ-26-1001,BSC,61547960,2026-09-03T12:18:00+05:30,0xff246f9db5babe918b67d3462fc2084f96492788,0x1ffaa4678f91e1efb04e2d0e9102310e8a52f8a4,0.5215,BNB,32072,layering,1,False
0x0dc4627856fc520775c180084f856e0019fed13ab9d813ea9a6b3dad41656e3d,0x0dc4627856fc520775c180084f856e0019fed13ab9d813ea9a6b3dad41656e3d,RAAZ-26-1001,BSC,61548220,2026-09-03T12:31:00+05:30,0xff246f9db5babe918b67d3462fc2084f96492788,0x9d2b4a59159a577300bd55d397d77455f7887ea1,0.4779,BNB,29391,layering,1,False
0x59f7ebbd35974c44907158372813f73b0615cb58fbb80c4ce578024544b1f437,0x59f7ebbd35974c44907158372813f73b0615cb58fbb80c4ce578024544b1f437,RAAZ-26-1001,BSC,61548240,2026-09-03T12:32:00+05:30,0xff246f9db5babe918b67d3462fc2084f96492788,0xfeccf3e47dcb491772e0904b608a206fbf635b51,0.397,BNB,24416,layering,1,False
0x225fc55007d20626ce3d5babb8d95ce70fa3078d2be2b73016bf7c6376350b4e,0x225fc55007d20626ce3d5babb8d95ce70fa3078d2be2b73016bf7c6376350b4e,RAAZ-26-1001,BSC,61548620,2026-09-03T12:51:00+05:30,0xff246f9db5babe918b67d3462fc2084f96492788,0xdbcac340a8fd5582b672a1d0397733df525d1b2e,0.2514,BNB,15461,layering,1,False
0x8b6ecf37f00532a4bad13fb04308ee772891b130ee1066eb05c71c361f9a2448,0x8b6ecf37f00532a4bad13fb04308ee772891b130ee1066eb05c71c361f9a2448,RAAZ-26-1001,BSC,61552260,2026-09-03T15:53:00+05:30,0xdbcac340a8fd5582b672a1d0397733df525d1b2e,0x3e54e56ca6667b4617e0ce258e84d0bee6c34d3f,0.2514,BNB,15461,layering,2,False
0xfa1293e676ea8e876036f9ff95ae17e03c65a3e607d1a51a9507d39acb087ae5,0xfa1293e676ea8e876036f9ff95ae17e03c65a3e607d1a51a9507d39acb087ae5,RAAZ-26-1001,BSC,61556420,2026-09-03T19:21:00+05:30,0x1ffaa4678f91e1efb04e2d0e9102310e8a52f8a4,0x33103adc68c901db7a66a05950fa7869aef600f5,0.0494,BNB,3038,peel,2,False
0x8e4cb164a2d4f811ffb5fc02c820f70285077f812c9144b9ddb80138c1060c83,0x8e4cb164a2d4f811ffb5fc02c820f70285077f812c9144b9ddb80138c1060c83,RAAZ-26-1001,BSC,61556420,2026-09-03T19:21:00+05:30,0x1ffaa4678f91e1efb04e2d0e9102310e8a52f8a4,0xcf85387e2c7f011d9e0c35469995531adfeffe45,0.472,BNB,29028,layering,2,False
0xe88e866c113d77dc56e5bac4dfe9f5a14fb552be7e3144b5cf1ec71e5e602fc6,0xe88e866c113d77dc56e5bac4dfe9f5a14fb552be7e3144b5cf1ec71e5e602fc6,RAAZ-26-1001,BSC,61556880,2026-09-03T19:44:00+05:30,0x3e54e56ca6667b4617e0ce258e84d0bee6c34d3f,0xbc55b145e11b3126ed59bf8ef51ada4336110974,0.2514,BNB,15461,layering,3,False
0xa1c8ed111ffc680c54ec4d328b70d15f7ba43b41d5b901dabbecdd12e4541cc9,0xa1c8ed111ffc680c54ec4d328b70d15f7ba43b41d5b901dabbecdd12e4541cc9,RAAZ-26-1001,BSC,61557280,2026-09-03T20:04:00+05:30,0xfeccf3e47dcb491772e0904b608a206fbf635b51,0x93ad7f5a1e27d81ca8d5a952e92673367e63bfb1,0.397,BNB,24416,layering,2,False
0x012730944c4dd328d0d5a9e093fccbaa433d0712357bb8d023448b1593d10f89,0x012730944c4dd328d0d5a9e093fccbaa433d0712357bb8d023448b1593d10f89,RAAZ-26-1001,BSC,61564800,2026-09-04T02:20:00+05:30,0x9d2b4a59159a577300bd55d397d77455f7887ea1,0xb769d891ec9914f56f0ce2befd962ba4cd6f92ab,0.4779,BNB,29391,layering,2,False
0xd5368d20d83ab6a64f674bffa896c5765411e0e8e0fe17a553f440d3429f309b,0xd5368d20d83ab6a64f674bffa896c5765411e0e8e0fe17a553f440d3429f309b,RAAZ-26-1001,BSC,61567640,2026-09-04T04:42:00+05:30,0xcf85387e2c7f011d9e0c35469995531adfeffe45,0x218a1faca2588b03e262e933eb9f638886fbdb87,0.0509,BNB,3130,peel,3,False
0x670432c2cab684c358d9fdde4ef6eecfb726c35137647a9d148190c8a8bb09f6,0x670432c2cab684c358d9fdde4ef6eecfb726c35137647a9d148190c8a8bb09f6,RAAZ-26-1001,BSC,61567640,2026-09-04T04:42:00+05:30,0xcf85387e2c7f011d9e0c35469995531adfeffe45,0xd6244ff3d4d16cdfea410b819d3d42e5d41d062b,0.4211,BNB,25898,layering,3,False
0x1c26c5f96f6252163880bfb5be99f31883f3fdb14575830cd85a57d1d8e73406,0x1c26c5f96f6252163880bfb5be99f31883f3fdb14575830cd85a57d1d8e73406,RAAZ-26-1001,BSC,61572300,2026-09-04T08:35:00+05:30,0xb769d891ec9914f56f0ce2befd962ba4cd6f92ab,0x7022c8593736b3a3e370966266fc17ef7680eece,0.4779,BNB,29391,layering,3,False
0xcb8939f53a5db806495df61842371c4f32243150602e0cd5ec13bbda5f8b5dd3,0xcb8939f53a5db806495df61842371c4f32243150602e0cd5ec13bbda5f8b5dd3,RAAZ-26-1001,BSC,61576820,2026-09-04T12:21:00+05:30,0xd6244ff3d4d16cdfea410b819d3d42e5d41d062b,0xd4b79490a6522a389e7e3ed698d5ac135c0a9cae,0.0457,BNB,2811,peel,4,False
0x7b3122b609242662a87d15028be02e4f005a81f577bb32173f4a78944f7b3834,0x7b3122b609242662a87d15028be02e4f005a81f577bb32173f4a78944f7b3834,RAAZ-26-1001,BSC,61576820,2026-09-04T12:21:00+05:30,0xd6244ff3d4d16cdfea410b819d3d42e5d41d062b,0x3d507b580042f02042d429beaf691c8ed6c6e916,0.3754,BNB,23087,layering,4,False
0x7b5585600688d97f1c49fd659df9ef93e7e7c36955d80e2580b33075dfd24e8b,0x7b5585600688d97f1c49fd659df9ef93e7e7c36955d80e2580b33075dfd24e8b,RAAZ-26-1001,BSC,61582540,2026-09-04T17:07:00+05:30,0x3d507b580042f02042d429beaf691c8ed6c6e916,0x28cc1184db3a9a0039456586278417622914975a,0.0505,BNB,3106,peel,5,False
0x31b3df63cb1a40ccdf3371a6b8de023e0737445001a496fda64e18fbac89c30d,0x31b3df63cb1a40ccdf3371a6b8de023e0737445001a496fda64e18fbac89c30d,RAAZ-26-1001,BSC,61582540,2026-09-04T17:07:00+05:30,0x3d507b580042f02042d429beaf691c8ed6c6e916,0x567f9376fb68ac617574ce9288245d5d47122b63,0.3249,BNB,19981,layering,5,False
0x5c5c1a13f12f9392c115cf12097cc3b6c521258bf246f4388ba8e9b621537f3a,0x5c5c1a13f12f9392c115cf12097cc3b6c521258bf246f4388ba8e9b621537f3a,RAAZ-26-1001,BSC,61582940,2026-09-04T17:27:00+05:30,0x7022c8593736b3a3e370966266fc17ef7680eece,0xc1459a08338c896687519652caf0afa33f3291e9,0.4779,BNB,29391,layering,4,False
0x3fbe864b2941e03d62e803bafc93458d8b2084f7748c8beb32a1f9bc11d54150,0x3fbe864b2941e03d62e803bafc93458d8b2084f7748c8beb32a1f9bc11d54150,RAAZ-26-1001,BSC,61588660,2026-09-04T22:13:00+05:30,0x567f9376fb68ac617574ce9288245d5d47122b63,0xdf9284eaff073061d1e31a2147df0e111c8f6aa1,0.0284,BNB,1747,peel,6,False
0x8413594d5c8a8ffac68e0398326197b733e0baf3a98e5ff76b9c80d861978e4a,0x8413594d5c8a8ffac68e0398326197b733e0baf3a98e5ff76b9c80d861978e4a,RAAZ-26-1001,BSC,61588660,2026-09-04T22:13:00+05:30,0x567f9376fb68ac617574ce9288245d5d47122b63,0x8bbf50892958e1e81293a78806dc8d6ffa56f170,0.2964,BNB,18229,layering,6,False
0x3afe2c33b5cc9e399a47732c3a6744e757fc556ed645554725e944d5a1ee350c,0x3afe2c33b5cc9e399a47732c3a6744e757fc556ed645554725e944d5a1ee350c,RAAZ-26-1001,BSC,61600900,2026-09-05T08:25:00+05:30,0x8bbf50892958e1e81293a78806dc8d6ffa56f170,0x8f249eddd14a292a50e00eda6c633f3765adee29,0.0167,BNB,1027,peel,7,False
0x4381dac71a736344cd4956f6bd9bdc6fe66cce94e44e434b9c14ea24692d0dfd,0x4381dac71a736344cd4956f6bd9bdc6fe66cce94e44e434b9c14ea24692d0dfd,RAAZ-26-1001,BSC,61600900,2026-09-05T08:25:00+05:30,0x8bbf50892958e1e81293a78806dc8d6ffa56f170,0xca01913001a3657c5ceb03151b938330083b5b31,0.2797,BNB,17202,layering,7,False
39478e9797b87c8538dba1b91f361dd8c3284918fe6fbc47dfa6f295b7ccf194,39478e9797b87c8538dba1b91f361dd8c3284918fe6fbc47dfa6f295b7ccf194,RAAZ-26-1002,TRON,74761720,2026-07-29T02:46:00+05:30,TsuxYuVVvtXLU8kmoFCTijNAkp6e5LKK3V,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,75036.51,USDT,6633227,inbound,0,False
07698d1b8611dd27616d1ee62f6337caa13a1e2fae5cd939f842393c21b07d7a,07698d1b8611dd27616d1ee62f6337caa13a1e2fae5cd939f842393c21b07d7a,RAAZ-26-1002,TRON,74808520,2026-07-30T17:46:00+05:30,TLJstrMPBZyfVGphofpNA3Lwm4XjyoiAYu,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,17492.59,USDT,1546345,inbound,0,False
62c30034b36f70dbff1b32ea56bfee9990abac2de76bad697259bb674aa40fcb,62c30034b36f70dbff1b32ea56bfee9990abac2de76bad697259bb674aa40fcb,RAAZ-26-1002,TRON,74828920,2026-07-31T10:46:00+05:30,TPm5oy4HV3VJEDM6AKJWXUhMEv3cS9zEaZ,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,67917.64,USDT,6003919,inbound,0,False
af392d42e9749ee66b0da4a0e27a059a157471c8876b34812bd0e46d30549bec,af392d42e9749ee66b0da4a0e27a059a157471c8876b34812bd0e46d30549bec,RAAZ-26-1002,TRON,74844520,2026-07-31T23:46:00+05:30,TbpKHC7YdykV27KCkfQYwtiVAMCv5Nk6Wg,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,14991.56,USDT,1325254,victim_payment,0,False
f46e99bc9f59565ef32e148868616380f7554051dad9996ba5dd26a21a4eeed1,f46e99bc9f59565ef32e148868616380f7554051dad9996ba5dd26a21a4eeed1,RAAZ-26-1002,TRON,74858920,2026-08-01T11:46:00+05:30,TGxVmBXPzULahUEhdDNod1ksE2xrg1Z2rE,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,24170.64,USDT,2136685,inbound,0,False
1ebdacd609f5431715a14c0f439ef1982013316a225e4a491a1979f3d96b115c,1ebdacd609f5431715a14c0f439ef1982013316a225e4a491a1979f3d96b115c,RAAZ-26-1002,TRON,74930920,2026-08-03T23:46:00+05:30,TbpKHC7YdykV27KCkfQYwtiVAMCv5Nk6Wg,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,57645.31,USDT,5095845,victim_payment,0,False
f2443102460df337a3db6e0b6ec875bb4ec86398d775e9151256a00f4656dca9,f2443102460df337a3db6e0b6ec875bb4ec86398d775e9151256a00f4656dca9,RAAZ-26-1002,TRON,74937300,2026-08-04T05:05:00+05:30,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,TkrqqVPQUApekqeyyktjTQDSrKpbALNhxY,47842.86,USDT,4229309,layering,1,False
1e98696e06755a22a7499dca62f5eed3a9b3691520a8c17a2397fccd8a7e9ddc,1e98696e06755a22a7499dca62f5eed3a9b3691520a8c17a2397fccd8a7e9ddc,RAAZ-26-1002,TRON,74937400,2026-08-04T05:10:00+05:30,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,TRQkTQCtEei2NsbbYVfbWeiTLe4SDDqoMr,76843.71,USDT,6792984,layering,1,False
cd71fa2516fd417910cfac204c6ba2a263b2f24a6f50a5c71065e69d4ce53dff,cd71fa2516fd417910cfac204c6ba2a263b2f24a6f50a5c71065e69d4ce53dff,RAAZ-26-1002,TRON,74937660,2026-08-04T05:23:00+05:30,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,TUK7Bod7fgZGpa3Rr9ZTkMkhFou7WHDcvN,82063.68,USDT,7254429,layering,1,False
fccd0e2c956d72c20075d94bf449bae43513e6348c6e581e5ef321a69bbd5a41,fccd0e2c956d72c20075d94bf449bae43513e6348c6e581e5ef321a69bbd5a41,RAAZ-26-1002,TRON,74937760,2026-08-04T05:28:00+05:30,TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,TTPxtV499JX1VziwRvVEDTmQBs5M4zcowa,46696.55,USDT,4127975,layering,1,False
abc92bd82a12457f12f0fcc357a0c704bcdfeb1831875a0508d394bedd7771b3,abc92bd82a12457f12f0fcc357a0c704bcdfeb1831875a0508d394bedd7771b3,RAAZ-26-1002,TRON,74939820,2026-08-04T07:11:00+05:30,TRQkTQCtEei2NsbbYVfbWeiTLe4SDDqoMr,TDevDA33GFhrSMzmG1zXdNqJoYfheAZmqA,76843.71,USDT,6792984,layering,2,False
59075fb3201bd0f6ce028acc4e9d97beb77a578ba3c09e888d562d715095dd7b,59075fb3201bd0f6ce028acc4e9d97beb77a578ba3c09e888d562d715095dd7b,RAAZ-26-1002,TRON,74941180,2026-08-04T08:19:00+05:30,TUK7Bod7fgZGpa3Rr9ZTkMkhFou7WHDcvN,TvBtr6Ko8woakMTocckDSy395JnyV3dUng,82063.68,USDT,7254429,layering,2,False
59a2407c59bbb5edceb6d548a6f9d85533142fb144199aeb074e830def0e24d4,59a2407c59bbb5edceb6d548a6f9d85533142fb144199aeb074e830def0e24d4,RAAZ-26-1002,TRON,74943120,2026-08-04T09:56:00+05:30,TkrqqVPQUApekqeyyktjTQDSrKpbALNhxY,TPU1vqKYG6GLaLX8jyj5U2nVk8gvdnvKJy,47842.86,USDT,4229309,layering,2,False
534661ba2fc9694ae2c2bad41a502a378d558c49326919c6c13f05fcb14fb77f,534661ba2fc9694ae2c2bad41a502a378d558c49326919c6c13f05fcb14fb77f,RAAZ-26-1002,TRON,74946740,2026-08-04T12:57:00+05:30,TDevDA33GFhrSMzmG1zXdNqJoYfheAZmqA,TVMU4h1NnoY1RgTU5jiyJkKM8ZM237nnpo,76843.71,USDT,6792984,consolidation,3,False
daa5bc88bb9bc1fa2b5daa114b0cb3741d5f580ab457226763c667917ad5d6db,daa5bc88bb9bc1fa2b5daa114b0cb3741d5f580ab457226763c667917ad5d6db,RAAZ-26-1002,TRON,74947580,2026-08-04T13:39:00+05:30,TvBtr6Ko8woakMTocckDSy395JnyV3dUng,TVMU4h1NnoY1RgTU5jiyJkKM8ZM237nnpo,82063.68,USDT,7254429,consolidation,3,False
abccfd23bf7949c0bc1489ca409ccf806b85d10245ec5c0495030b0791906f21,abccfd23bf7949c0bc1489ca409ccf806b85d10245ec5c0495030b0791906f21,RAAZ-26-1002,TRON,74947720,2026-08-04T13:46:00+05:30,TPU1vqKYG6GLaLX8jyj5U2nVk8gvdnvKJy,TR75ULEkMXiRwTB9zdVishS9UBMh2QsSPr,47842.86,USDT,4229309,layering,3,False
2ff818a63a53eeab04af0ca78694dde9664b38313dc226580568cbe6762b35da,2ff818a63a53eeab04af0ca78694dde9664b38313dc226580568cbe6762b35da,RAAZ-26-1002,TRON,74948340,2026-08-04T14:17:00+05:30,TTPxtV499JX1VziwRvVEDTmQBs5M4zcowa,TtfmxF72LQxdUg68yknzJVjuvhtMKnxjaK,46696.55,USDT,4127975,layering,2,False
e71ee33be877c664a3d3465d3fe6a3c0b90366a3d86382395de19193dd635077,e71ee33be877c664a3d3465d3fe6a3c0b90366a3d86382395de19193dd635077,RAAZ-26-1002,TRON,74960000,2026-08-05T00:00:00+05:30,TR75ULEkMXiRwTB9zdVishS9UBMh2QsSPr,TVMU4h1NnoY1RgTU5jiyJkKM8ZM237nnpo,47842.86,USDT,4229309,consolidation,3,False
adf77a09381f2f4795e63458f7051534457175d096fe6f857d72c21283ea4938,adf77a09381f2f4795e63458f7051534457175d096fe6f857d72c21283ea4938,RAAZ-26-1002,TRON,74962880,2026-08-05T02:24:00+05:30,TtfmxF72LQxdUg68yknzJVjuvhtMKnxjaK,TBY1SMi61gUwrsQPUVaLeUGfNWjvyqTWJ7,46696.55,USDT,4127975,layering,3,False
3307687c7d364278c3a7bc8bb79d270bcbaef6c667639d8fa2066d13aecd292e,3307687c7d364278c3a7bc8bb79d270bcbaef6c667639d8fa2066d13aecd292e,RAAZ-26-1002,TRON,74979460,2026-08-05T16:13:00+05:30,TBY1SMi61gUwrsQPUVaLeUGfNWjvyqTWJ7,TD4GDy2pK1xYpAfBBPd1HwAyGAXj8DSUF7,46696.55,USDT,4127975,layering,4,False
d20eb1ae6dc123903994b4aeb802bc4e6dbf149bfc8b02c774eaa10ad49813d7,d20eb1ae6dc123903994b4aeb802bc4e6dbf149bfc8b02c774eaa10ad49813d7,RAAZ-26-1002,TRON,74988700,2026-08-05T23:55:00+05:30,TD4GDy2pK1xYpAfBBPd1HwAyGAXj8DSUF7,TVMU4h1NnoY1RgTU5jiyJkKM8ZM237nnpo,46696.55,USDT,4127975,consolidation,3,False
6cf933ec865b4830641a667eab7e23a827e82ad3682e491e2838072d238b62d8,6cf933ec865b4830641a667eab7e23a827e82ad3682e491e2838072d238b62d8,RAAZ-26-1002,TRON,74995140,2026-08-06T05:17:00+05:30,TVMU4h1NnoY1RgTU5jiyJkKM8ZM237nnpo,T8mi7BDVZapp6iNZm7nt6VgBTYwXTdVyA4,229015.41,USDT,20244962,exchange_deposit,4,False
298d7974b5987a857360fdd604b7b8edf9c362401b45a0a0a8e9ee6a0113bdb3,298d7974b5987a857360fdd604b7b8edf9c362401b45a0a0a8e9ee6a0113bdb3,RAAZ-26-1002,TRON,74995920,2026-08-06T05:56:00+05:30,T8mi7BDVZapp6iNZm7nt6VgBTYwXTdVyA4,T7CGSBAChrPzuh691yNgXH9HDbJHW2K9pe,229015.41,USDT,20244962,exchange_sweep,5,False
021a0eb10d626334032f886d95683618955ef7f0d5a7c1c39b40b99e3ef86b2c,021a0eb10d626334032f886d95683618955ef7f0d5a7c1c39b40b99e3ef86b2c,RAAZ-26-1003,TRON,73132980,2026-06-02T13:29:00+05:30,TRVypvftcjNzxRdtKJUG45QafRV3waGBN9,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,232.19,USDT,20526,victim_payment,0,False
0bbaccbfa7f7bb32d4eabc5d8cc7e9fd43ee191636a1d9c26ef81946ba0073dc,0bbaccbfa7f7bb32d4eabc5d8cc7e9fd43ee191636a1d9c26ef81946ba0073dc,RAAZ-26-1003,TRON,73152180,2026-06-03T05:29:00+05:30,TRVypvftcjNzxRdtKJUG45QafRV3waGBN9,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,422.72,USDT,37368,victim_payment,0,False
3df649e0a33f40a18ea20995dc4980b6756be3869d95079a97fcc7c620dccbce,3df649e0a33f40a18ea20995dc4980b6756be3869d95079a97fcc7c620dccbce,RAAZ-26-1003,TRON,73161780,2026-06-03T13:29:00+05:30,T1iLWHL6DkdFdLL27dQAoFuNAkVzYvy9rU,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,1578.95,USDT,139579,inbound,0,False
247b78f11880fae384c8e38096868e2568a47bf68435a69b04bf92a1d7d4efc1,247b78f11880fae384c8e38096868e2568a47bf68435a69b04bf92a1d7d4efc1,RAAZ-26-1003,TRON,73198980,2026-06-04T20:29:00+05:30,TP9VTD5raGkGEa8X3SvbdYQ51sRLS7AfTR,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,948.38,USDT,83837,inbound,0,False
1e85945ce692f00ffd5fc1913acc4f9196ae4b9c330686085d2750768b45a90f,1e85945ce692f00ffd5fc1913acc4f9196ae4b9c330686085d2750768b45a90f,RAAZ-26-1003,TRON,73200180,2026-06-04T21:29:00+05:30,TLyVQYeiM4dfw9k6jGkHLpynqgHfckBZbd,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,1242.06,USDT,109798,inbound,0,False
4f56e154cbbd826024636696672f6897b97025efeec3f4e9c71b557b9ae533db,4f56e154cbbd826024636696672f6897b97025efeec3f4e9c71b557b9ae533db,RAAZ-26-1003,TRON,73208580,2026-06-05T04:29:00+05:30,T4EGxyUr4BjBx8RR3K6XLnPgDDoeAPqTJn,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,1842.35,USDT,162864,inbound,0,False
c5b8ff5b0d45f8f019e4200a86f0f910aea9dbdb77bf10eb96d1d760aae414a0,c5b8ff5b0d45f8f019e4200a86f0f910aea9dbdb77bf10eb96d1d760aae414a0,RAAZ-26-1003,TRON,73214580,2026-06-05T09:29:00+05:30,TgEsSgL7X82eUoGGWA9QhdVnD9A4toR2rZ,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,823.32,USDT,72781,inbound,0,False
c341189ac7b1544d1a6d0cb0495a723a95650623050976f5cb49d617d778bc68,c341189ac7b1544d1a6d0cb0495a723a95650623050976f5cb49d617d778bc68,RAAZ-26-1003,TRON,73264980,2026-06-07T03:29:00+05:30,TRVypvftcjNzxRdtKJUG45QafRV3waGBN9,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,499.76,USDT,44179,victim_payment,0,False
8024070371ffd637d2b0de75c568e826539bc0307b18b359fd6847be7c42a015,8024070371ffd637d2b0de75c568e826539bc0307b18b359fd6847be7c42a015,RAAZ-26-1003,TRON,73311780,2026-06-08T18:29:00+05:30,TRVypvftcjNzxRdtKJUG45QafRV3waGBN9,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,527.46,USDT,46627,victim_payment,0,False
5503b361a085f5538e0dc2edefc19bc228c9708d5992cd4198f464a237b4cdb3,5503b361a085f5538e0dc2edefc19bc228c9708d5992cd4198f464a237b4cdb3,RAAZ-26-1003,TRON,73315420,2026-06-08T21:31:00+05:30,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,TvyUhZkGiWkVfPuCD6QpaucgGpSDekjkTG,1852.07,USDT,163723,layering,1,False
74a7db1843aa539ade7ad793362e388ed6d02391e44903fdf1479b79e87b8263,74a7db1843aa539ade7ad793362e388ed6d02391e44903fdf1479b79e87b8263,RAAZ-26-1003,TRON,73315800,2026-06-08T21:50:00+05:30,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,Te5RueNhVd6Jwxbf7ReqL18R2EGTiQebiq,989.47,USDT,87469,layering,1,False
9e73b10bb76588cec3fdbe618e9b6ddb2c6820ef871625d5cad77efc4197a6ed,9e73b10bb76588cec3fdbe618e9b6ddb2c6820ef871625d5cad77efc4197a6ed,RAAZ-26-1003,TRON,73316120,2026-06-08T22:06:00+05:30,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,TBYWRsWgzqRac7qcYXrKwExWBMLVvmfgeR,1358.48,USDT,120090,layering,1,False
a66376bd9f2be172bbfa5f695e7bd8fe9c9ceff0973cc083350bb0e87fce61fb,a66376bd9f2be172bbfa5f695e7bd8fe9c9ceff0973cc083350bb0e87fce61fb,RAAZ-26-1003,TRON,73316200,2026-06-08T22:10:00+05:30,T3WPitheEtDUAYQy4fqzMYJXbj4KBWSWGv,TWyVkh75WTGH3LLPbF5C8dwPPMLJy31mvn,1521.8,USDT,134527,layering,1,False
